ST_NM,DISTRICT,pc_name
Maharashtra,Parbhani,Washim
Maharashtra,Parbhani,Hingoli
Maharashtra,Parbhani,Parbhani
Bihar,Pashchim Champaran,Bagaha
Bihar,Pashchim Champaran,Gopalganj
Bihar,Pashchim Champaran,Bettiah
Bihar,Pashchim Champaran,Motihari
Bihar,Pashchim Champaran,Maharajganj
Bihar,Pashchim Champaran,Padrauna
West Bengal,Medinipur,Contai
West Bengal,Medinipur,Mayurbhanj
West Bengal,Medinipur,Balasore
West Bengal,Medinipur,Purulia
West Bengal,Medinipur,Jhargram
West Bengal,Medinipur,Midnapore
West Bengal,Medinipur,Tamluk
West Bengal,Medinipur,Panskura
West Bengal,Medinipur,Arambagh
West Bengal,Medinipur,Vishnupur
West Bengal,Medinipur,Uluberia
West Bengal,Medinipur,Jamshedpur
Jharkhand,Pashchimi Singhbhum,Keonjhar
Jharkhand,Pashchimi Singhbhum,Mayurbhanj
Jharkhand,Pashchimi Singhbhum,Sundargarh
Jharkhand,Pashchimi Singhbhum,Khunti
Jharkhand,Pashchimi Singhbhum,Singhbhum
Jharkhand,Pashchimi Singhbhum,Jamshedpur
Jharkhand,Pashchimi Singhbhum,Ranchi
Gujarat,Patan,Patan
Gujarat,Patan,Surendranagar
Gujarat,Patan,Mehsana
Gujarat,Patan,Sabarkantha
Gujarat,Patan,Banaskantha
Gujarat,Patan,Kutch
Punjab,Patiala,Hissar
Punjab,Patiala,Ambala
Punjab,Patiala,Kurukshetra
Punjab,Patiala,Ropar
Punjab,Patiala,Patiala
Punjab,Patiala,Sangrur
Punjab,Patiala,Chandigarh
Arunanchal Pradesh,Papum Pare,Arunachal West
Arunanchal Pradesh,Papum Pare,Tezpur
Arunanchal Pradesh,Papum Pare,Lakhimpur
Bihar,Patna,Patna
Bihar,Patna,Arrah
Bihar,Patna,Chapra
Bihar,Patna,Hajipur
Bihar,Patna,Barh
Bihar,Patna,Nalanda
Bihar,Patna,Samastipur
Bihar,Patna,Balia
Bihar,Patna,Begusarai
Bihar,Patna,Jahanabad
Kerala,Pathanamthitta,Mavelikara
Kerala,Pathanamthitta,Kottayam
Kerala,Pathanamthitta,Quilon
Kerala,Pathanamthitta,Muvattupuzha
Kerala,Pathanamthitta,Alleppey
Kerala,Pathanamthitta,Adoor
Kerala,Pathanamthitta,Idukki
Kerala,Pathanamthitta,Tenkasi
Tamil Nadu,Perambalur,Chidambaram
Tamil Nadu,Perambalur,Rasipuram
Tamil Nadu,Perambalur,Perambalur
Tamil Nadu,Perambalur,Tiruchirappalli
Nagaland,Phek,Outer Manipur
Nagaland,Phek,Nagaland
Orissa,Kandhamal,Kalahandi
Orissa,Kandhamal,Berhampur
Orissa,Kandhamal,Aska
Orissa,Kandhamal,Phulbani
Orissa,Kandhamal,Bhubaneswar
Orissa,Kandhamal,Koraput
Uttar Pradesh,Pilibhit,Pilibhit
Uttar Pradesh,Pilibhit,Kheri
Uttar Pradesh,Pilibhit,Shahjahanpur
Uttar Pradesh,Pilibhit,Aonla
Uttar Pradesh,Pilibhit,Bareilly
Uttar Pradesh,Pilibhit,Nainital
Uttarakhand,Pithoragarh,Almora
Uttarakhand,Pithoragarh,Garhwal
Puducherry,Pondicherry,Tindivanam
Puducherry,Pondicherry,Cuddalore
Puducherry,Pondicherry,Puducherry
Gujarat,Porbandar,Porbandar
Gujarat,Porbandar,Jamnagar
Andhra Pradesh,Prakasam,Guntur
Andhra Pradesh,Prakasam,Ongole
Andhra Pradesh,Prakasam,Nandyal
Andhra Pradesh,Prakasam,Nagarkurnool
Andhra Pradesh,Prakasam,Cuddapah
Andhra Pradesh,Prakasam,Narasaraopet
Andhra Pradesh,Prakasam,Bapatla
Uttar Pradesh,Pratapgarh,Sultanpur
Uttar Pradesh,Pratapgarh,Chail
Uttar Pradesh,Pratapgarh,Machhlishahr
Uttar Pradesh,Pratapgarh,Pratapgarh
Uttar Pradesh,Pratapgarh,Amethi
Uttar Pradesh,Pratapgarh,Phulpur
Tamil Nadu,Pudukkottai,Karur
Tamil Nadu,Pudukkottai,Tiruchirappalli
Tamil Nadu,Pudukkottai,Thanjavur
Tamil Nadu,Pudukkottai,Pudukkottai
Tamil Nadu,Pudukkottai,Sivaganga
Jammu and Kashmir,Pulwama,Anantnag
Jammu and Kashmir,Pulwama,Srinagar
Jammu and Kashmir,Pulwama,Jammu
Karnataka,Raichur,Kurnool
Karnataka,Raichur,Mahabubnagar
Karnataka,Raichur,Raichur
Karnataka,Raichur,Bellary
Karnataka,Raichur,Koppal
Karnataka,Raichur,Bagalkot
Karnataka,Raichur,Bijapur
Chhattisgarh,Raigarh,Deogarh
Chhattisgarh,Raigarh,Sundargarh
Chhattisgarh,Raigarh,Sambalpur
Chhattisgarh,Raigarh,Janjgir
Chhattisgarh,Raigarh,Mahasamund
Chhattisgarh,Raigarh,Sarangarh
Chhattisgarh,Raigarh,Raigarh
Chhattisgarh,Raigarh,Surguja
Chhattisgarh,Raipur,Kalahandi
Chhattisgarh,Raipur,Bolangir
Chhattisgarh,Raipur,Nowrangpur
Chhattisgarh,Raipur,Bilaspur
Chhattisgarh,Raipur,Durg
Chhattisgarh,Raipur,Kanker
Chhattisgarh,Raipur,Janjgir
Chhattisgarh,Raipur,Mahasamund
Chhattisgarh,Raipur,Raipur
Chhattisgarh,Raipur,Sarangarh
Madhya Pradesh,Raisen,Bhopal
Madhya Pradesh,Raisen,Sagar
Madhya Pradesh,Raisen,Hoshangabad
Madhya Pradesh,Raisen,Vidisha
Chhattisgarh,Rajnandgaon,Balaghat
Chhattisgarh,Rajnandgaon,Chimur
Chhattisgarh,Rajnandgaon,Chandrapur
Chhattisgarh,Rajnandgaon,Bhandara
Chhattisgarh,Rajnandgaon,Durg
Chhattisgarh,Rajnandgaon,Rajnandgaon
Chhattisgarh,Rajnandgaon,Kanker
Rajasthan,Rajsamand,Bhilwara
Rajasthan,Rajsamand,Ajmer
Rajasthan,Rajsamand,Pali
Rajasthan,Rajsamand,Udaipur
Rajasthan,Rajsamand,Chittorgarh
Jammu and Kashmir,Rajauri,Jammu
Madhya Pradesh,Rajgarh,Shajapur
Madhya Pradesh,Rajgarh,Rajgarh
Madhya Pradesh,Rajgarh,Hoshangabad
Madhya Pradesh,Rajgarh,Jhalawar
Gujarat,Rajkot,Junagadh
Gujarat,Rajkot,Porbandar
Gujarat,Rajkot,Jamnagar
Gujarat,Rajkot,Surendranagar
Gujarat,Rajkot,Amreli
Gujarat,Rajkot,Rajkot
Gujarat,Rajkot,Kutch
Gujarat,Rajkot,Dhandhuka
Tamil Nadu,Ramanathapuram,Tirunelveli
Tamil Nadu,Ramanathapuram,Sivaganga
Tamil Nadu,Ramanathapuram,Ramanathapuram
Uttar Pradesh,Rampur,Aonla
Uttar Pradesh,Rampur,Sambhal
Uttar Pradesh,Rampur,Rampur
Uttar Pradesh,Rampur,Moradabad
Uttar Pradesh,Rampur,Bareilly
Uttar Pradesh,Rampur,Nainital
Mizoram,Saiha,Mizoram
Tamil Nadu,Salem,Salem
Tamil Nadu,Salem,Gobichettipalayam
Tamil Nadu,Salem,Dharmapuri
Tamil Nadu,Salem,Rasipuram
Tamil Nadu,Salem,Tiruchengode
Tamil Nadu,Salem,Perambalur
Tamil Nadu,Salem,Cuddalore
Bihar,Samastipur,Darbhanga
Bihar,Samastipur,Muzaffarpur
Bihar,Samastipur,Hajipur
Bihar,Samastipur,Barh
Bihar,Samastipur,Samastipur
Bihar,Samastipur,Rosera
Bihar,Samastipur,Balia
Bihar,Samastipur,Saharsa
Orissa,Sambalpur,Phulbani
Orissa,Sambalpur,Dhenkanal
Orissa,Sambalpur,Deogarh
Orissa,Sambalpur,Sundargarh
Orissa,Sambalpur,Sambalpur
Maharashtra,Sangli,Chikkodi
Maharashtra,Sangli,Bijapur
Maharashtra,Sangli,Pandharpur
Maharashtra,Sangli,Satara
Maharashtra,Sangli,Ratnagiri
Maharashtra,Sangli,Rajapur
Maharashtra,Sangli,Karad
Maharashtra,Sangli,Sangli
Maharashtra,Sangli,Ichalkaranji
Maharashtra,Sangli,Solapur
Punjab,Sangrur,Hissar
Punjab,Sangrur,Sirsa
Punjab,Sangrur,Faridkot
Punjab,Sangrur,Bhatinda
Punjab,Sangrur,Ropar
Punjab,Sangrur,Ludhiana
Punjab,Sangrur,Patiala
Punjab,Sangrur,Sangrur
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,Jaunpur
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,Machhlishahr
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,Allahabad
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,Mirzapur
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,Phulpur
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,Robertsganj
Maharashtra,Satara,Pandharpur
Maharashtra,Satara,Khed
Maharashtra,Satara,Satara
Maharashtra,Satara,Baramati
Maharashtra,Satara,Ratnagiri
Maharashtra,Satara,Karad
Maharashtra,Satara,Sangli
Madhya Pradesh,Satna,Shahdol
Madhya Pradesh,Satna,Rewa
Madhya Pradesh,Satna,Satna
Madhya Pradesh,Satna,Damoh
Madhya Pradesh,Satna,Sidhi
Madhya Pradesh,Satna,Banda
Uttar Pradesh,Sant Kabir Nagar,Domariaganj
Uttar Pradesh,Sant Kabir Nagar,Maharajganj
Uttar Pradesh,Sant Kabir Nagar,Basti
Uttar Pradesh,Sant Kabir Nagar,Gorakhpur
Uttar Pradesh,Sant Kabir Nagar,Bansgaon
Uttar Pradesh,Sant Kabir Nagar,Khalilabad
Rajasthan,Sawai Madhopur,Morena
Rajasthan,Sawai Madhopur,Sawai Madhopur
Rajasthan,Sawai Madhopur,Dausa
Rajasthan,Sawai Madhopur,Tonk
Rajasthan,Sawai Madhopur,Kota
Madhya Pradesh,Sehore,Betul
Madhya Pradesh,Sehore,Bhopal
Madhya Pradesh,Sehore,Shajapur
Madhya Pradesh,Sehore,Rajgarh
Madhya Pradesh,Sehore,Hoshangabad
Madhya Pradesh,Sehore,Khandwa
Madhya Pradesh,Sehore,Vidisha
Manipur,Senapati (Excl. 3 sub-divisions),Outer Manipur
Manipur,Senapati (Excl. 3 sub-divisions),Inner Manipur
Manipur,Senapati (Excl. 3 sub-divisions),Nagaland
Madhya Pradesh,Seoni,Chhindwara
Madhya Pradesh,Seoni,Balaghat
Madhya Pradesh,Seoni,Mandla
Madhya Pradesh,Seoni,Seoni
Madhya Pradesh,Seoni,Ramtek
Mizoram,Serchhip,Mizoram
Uttar Pradesh,Shahjahanpur,Pilibhit
Uttar Pradesh,Shahjahanpur,Kheri
Uttar Pradesh,Shahjahanpur,Shahjahanpur
Uttar Pradesh,Shahjahanpur,Budaun
Uttar Pradesh,Shahjahanpur,Farrukhabad
Uttar Pradesh,Shahjahanpur,Shahabad
Uttar Pradesh,Shahjahanpur,Aonla
Madhya Pradesh,Shajapur,Shajapur
Madhya Pradesh,Shajapur,Rajgarh
Madhya Pradesh,Shajapur,Hoshangabad
Madhya Pradesh,Shajapur,Ujjain
Madhya Pradesh,Shajapur,Jhalawar
Bihar,Sheikhpura,Nalanda
Bihar,Sheikhpura,Begusarai
Bihar,Sheikhpura,Nawada
Bihar,Sheohar,Sheohar
Bihar,Sheohar,Motihari
Himachal Pradesh,Shimla,Simla
Himachal Pradesh,Shimla,Mandi
Himachal Pradesh,Shimla,Tehri Garhwal
Karnataka,Shimoga,Kanara
Karnataka,Shimoga,Dharwad South
Karnataka,Shimoga,Udupi
Karnataka,Shimoga,Chikmagalur
Karnataka,Shimoga,Davangere
Karnataka,Shimoga,Shimoga
Madhya Pradesh,Shivpuri,Bhind
Madhya Pradesh,Shivpuri,Morena
Madhya Pradesh,Shivpuri,Gwalior
Madhya Pradesh,Shivpuri,Guna
Madhya Pradesh,Shivpuri,Jhalawar
Madhya Pradesh,Shivpuri,Jhansi
Uttar Pradesh,Shrawasti,Bahraich
Uttar Pradesh,Shrawasti,Balrampur
Uttar Pradesh,Shrawasti,Gonda
Uttar Pradesh,Shrawasti,Kaiserganj
Jharkhand,Ranchi,Purulia
Jharkhand,Ranchi,Khunti
Jharkhand,Ranchi,Singhbhum
Jharkhand,Ranchi,Ranchi
Jharkhand,Ranchi,Lohardaga
Jharkhand,Ranchi,Hazaribagh
Jharkhand,Ranchi,Chatra
Andhra Pradesh,Rangareddi,Mahabubnagar
Andhra Pradesh,Rangareddi,Nagarkurnool
Andhra Pradesh,Rangareddi,Siddipet
Andhra Pradesh,Rangareddi,Nalgonda
Andhra Pradesh,Rangareddi,Secunderabad
Andhra Pradesh,Rangareddi,Medak
Andhra Pradesh,Rangareddi,Hyderabad
Andhra Pradesh,Rangareddi,Gulbarga
Madhya Pradesh,Ratlam,Jhabua
Madhya Pradesh,Ratlam,Shajapur
Madhya Pradesh,Ratlam,Dhar
Madhya Pradesh,Ratlam,Mandsaur
Madhya Pradesh,Ratlam,Ujjain
Madhya Pradesh,Ratlam,Banswara
Madhya Pradesh,Ratlam,Salumber
Madhya Pradesh,Ratlam,Jhalawar
Maharashtra,Ratnagiri,Ratnagiri
Maharashtra,Ratnagiri,Rajapur
Maharashtra,Ratnagiri,Karad
Maharashtra,Ratnagiri,Ichalkaranji
Maharashtra,Ratnagiri,Kolaba
Orissa,Rayagada,Parvathipuram
Orissa,Rayagada,Kalahandi
Orissa,Rayagada,Berhampur
Orissa,Rayagada,Phulbani
Orissa,Rayagada,Koraput
Maharashtra,Raigarh,Khed
Maharashtra,Raigarh,Ratnagiri
Maharashtra,Raigarh,Karad
Maharashtra,Raigarh,Thane
Maharashtra,Raigarh,Kolaba
Madhya Pradesh,Rewa,Rewa
Madhya Pradesh,Rewa,Satna
Madhya Pradesh,Rewa,Sidhi
Madhya Pradesh,Rewa,Banda
Madhya Pradesh,Rewa,Allahabad
Madhya Pradesh,Rewa,Mirzapur
Meghalaya,Ri Bhoi,Autonomous District
Meghalaya,Ri Bhoi,Gauhati
Meghalaya,Ri Bhoi,Nowgong
Meghalaya,Ri Bhoi,Shillong
Haryana,Rohtak,Bhiwani
Haryana,Rohtak,Rohtak
Haryana,Rohtak,Sonepat
Uttarakhand,Rudraprayag,Tehri Garhwal
Uttarakhand,Rudraprayag,Garhwal
Punjab,Rupnagar,Ambala
Punjab,Rupnagar,Hamirpur
Punjab,Rupnagar,Simla
Punjab,Rupnagar,Hoshiarpur
Punjab,Rupnagar,Ropar
Punjab,Rupnagar,Ludhiana
Punjab,Rupnagar,Patiala
Punjab,Rupnagar,Chandigarh
Gujarat,Sabar Kantha,Gandhinagar
Gujarat,Sabar Kantha,Patan
Gujarat,Sabar Kantha,Mehsana
Gujarat,Sabar Kantha,Kapadvanj
Gujarat,Sabar Kantha,Godhra
Gujarat,Sabar Kantha,Sabarkantha
Gujarat,Sabar Kantha,Jalore
Gujarat,Sabar Kantha,Banswara
Gujarat,Sabar Kantha,Salumber
Madhya Pradesh,Sagar,Sagar
Madhya Pradesh,Sagar,Damoh
Madhya Pradesh,Sagar,Guna
Madhya Pradesh,Sagar,Vidisha
Madhya Pradesh,Sagar,Jhansi
Uttar Pradesh,Saharanpur,Hardwar
Uttar Pradesh,Saharanpur,Karnal
Uttar Pradesh,Saharanpur,Ambala
Uttar Pradesh,Saharanpur,Kurukshetra
Uttar Pradesh,Saharanpur,Simla
Uttar Pradesh,Saharanpur,Saharanpur
Uttar Pradesh,Saharanpur,Kairana
Uttar Pradesh,Saharanpur,Tehri Garhwal
Bihar,Saharsa,Jhanjharpur
Bihar,Saharsa,Rosera
Bihar,Saharsa,Balia
Bihar,Saharsa,Khagaria
Bihar,Saharsa,Saharsa
Bihar,Saharsa,Madhepura
Jharkhand,Sahibganj,Katihar
Jharkhand,Sahibganj,Bhagalpur
Jharkhand,Sahibganj,Jangipur
Jharkhand,Sahibganj,Malda
Jharkhand,Sahibganj,Rajmahal
Himachal Pradesh,Sirmaur,Ambala
Himachal Pradesh,Sirmaur,Simla
Himachal Pradesh,Sirmaur,Saharanpur
Himachal Pradesh,Sirmaur,Tehri Garhwal
Rajasthan,Sirohi,Sabarkantha
Rajasthan,Sirohi,Banaskantha
Rajasthan,Sirohi,Pali
Rajasthan,Sirohi,Jalore
Rajasthan,Sirohi,Salumber
Haryana,Sirsa,Sirsa
Haryana,Sirsa,Faridkot
Haryana,Sirsa,Bhatinda
Haryana,Sirsa,Ganganagar
Bihar,Sitamarhi,Sitamarhi
Bihar,Sitamarhi,Sheohar
Bihar,Sitamarhi,Motihari
Bihar,Sitamarhi,Madhubani
Bihar,Sitamarhi,Muzaffarpur
Uttar Pradesh,Sitapur,Kheri
Uttar Pradesh,Sitapur,Sitapur
Uttar Pradesh,Sitapur,Bara Banki
Uttar Pradesh,Sitapur,Lucknow
Uttar Pradesh,Sitapur,Kaiserganj
Uttar Pradesh,Sitapur,Shahabad
Uttar Pradesh,Sitapur,Misrikh
Tamil Nadu,Sivaganga,Dindigul
Tamil Nadu,Sivaganga,Karur
Tamil Nadu,Sivaganga,Pudukkottai
Tamil Nadu,Sivaganga,Sivaganga
Tamil Nadu,Sivaganga,Ramanathapuram
Tamil Nadu,Sivaganga,Madurai
Bihar,Siwan,Gopalganj
Bihar,Siwan,Siwan
Bihar,Siwan,Maharajganj
Bihar,Siwan,Salempur
Bihar,Siwan,Ballia
Tripura,South Tripura,Tripura East
Tripura,South Tripura,Tripura West
Jammu and Kashmir,Srinagar,Anantnag
Jammu and Kashmir,Srinagar,Srinagar
Jammu and Kashmir,Srinagar,Baramulla
Jammu and Kashmir,Srinagar,Ladakh
Uttar Pradesh,Sultanpur,Azamgarh
Uttar Pradesh,Sultanpur,Jaunpur
Uttar Pradesh,Sultanpur,Sultanpur
Uttar Pradesh,Sultanpur,Faizabad
Uttar Pradesh,Sultanpur,Akbarpur
Uttar Pradesh,Sultanpur,Bara Banki
Uttar Pradesh,Sultanpur,Machhlishahr
Uttar Pradesh,Sultanpur,Pratapgarh
Uttar Pradesh,Sultanpur,Amethi
Orissa,Sundargarh,Keonjhar
Orissa,Sundargarh,Deogarh
Orissa,Sundargarh,Sundargarh
Orissa,Sundargarh,Raigarh
Orissa,Sundargarh,Khunti
Orissa,Sundargarh,Singhbhum
Bihar,Supaul,Jhanjharpur
Bihar,Supaul,Saharsa
Bihar,Supaul,Araria
Gujarat,Surendranagar,Patan
Gujarat,Surendranagar,Surendranagar
Gujarat,Surendranagar,Rajkot
Gujarat,Surendranagar,Kutch
Gujarat,Surendranagar,Dhandhuka
Chhattisgarh,Surguja,Sidhi
Chhattisgarh,Surguja,Robertsganj
Chhattisgarh,Surguja,Janjgir
Chhattisgarh,Surguja,Raigarh
Chhattisgarh,Surguja,Palamu
Chhattisgarh,Surguja,Surguja
Chhattisgarh,Surguja,Lohardaga
Manipur,Tamenglong,Silchar
Manipur,Tamenglong,Autonomous District
Manipur,Tamenglong,Outer Manipur
Manipur,Tamenglong,Nagaland
Arunanchal Pradesh,Tawang,Arunachal West
Uttarakhand,Tehri Garhwal,Tehri Garhwal
Uttarakhand,Tehri Garhwal,Garhwal
Maharashtra,Thane,Dadra & Nagar Haveli
Maharashtra,Thane,Bulsar
Maharashtra,Thane,Khed
Maharashtra,Thane,Nashik
Maharashtra,Thane,Dahanu
Maharashtra,Thane,Malegaon
Maharashtra,Thane,Thane
Maharashtra,Thane,Kolaba
Maharashtra,Thane,Mumbai North
Tamil Nadu,Tiruchirappalli,Palani
Tamil Nadu,Tiruchirappalli,Rasipuram
Tamil Nadu,Tiruchirappalli,Karur
Tamil Nadu,Tiruchirappalli,Perambalur
Tamil Nadu,Tiruchirappalli,Tiruchirappalli
Tamil Nadu,Tiruchirappalli,Thanjavur
Tamil Nadu,Tiruchirappalli,Pudukkottai
Tamil Nadu,Tiruchirappalli,Sivaganga
Tamil Nadu,Tiruchirappalli,Madurai
Tamil Nadu,Tirunelveli,Chirayinkil
Tamil Nadu,Tirunelveli,Adoor
Tamil Nadu,Tirunelveli,Idukki
Tamil Nadu,Tirunelveli,Tiruchendur
Tamil Nadu,Tirunelveli,Tenkasi
Tamil Nadu,Tirunelveli,Sivakasi
Tamil Nadu,Tirunelveli,Tirunelveli
Tamil Nadu,Tiruvannamalai,Tiruppattur
Tamil Nadu,Tiruvannamalai,Dharmapuri
Tamil Nadu,Tiruvannamalai,Vellore
Tamil Nadu,Tiruvannamalai,Arakkonam
Tamil Nadu,Tiruvannamalai,Vandavasi
Tamil Nadu,Tiruvannamalai,Chengalpattu
Tamil Nadu,Tiruvannamalai,Tindivanam
Tamil Nadu,Tiruvannamalai,Cuddalore
Rajasthan,Tonk,Jaipur
Rajasthan,Tonk,Bhilwara
Rajasthan,Tonk,Sawai Madhopur
Rajasthan,Tonk,Ajmer
Rajasthan,Tonk,Tonk
Rajasthan,Tonk,Kota
Kerala,Thrissur,Trichur
Kerala,Thrissur,Ponnani
Kerala,Thrissur,Mukundapuram
Kerala,Thrissur,Palghat
Kerala,Thrissur,Ottapalam
Kerala,Thrissur,Idukki
Kerala,Thrissur,Pollachi
Nagaland,Tuensang,Jorhat
Nagaland,Tuensang,Nagaland
Karnataka,Tumkur,Hindupur
Karnataka,Tumkur,Anantapur
Karnataka,Tumkur,Hassan
Karnataka,Tumkur,Chikballapur
Karnataka,Tumkur,Chitradurga
Karnataka,Tumkur,Tumkur
Karnataka,Tumkur,Mandya
Karnataka,Tumkur,Kanakapura
Karnataka,Tumkur,Chikmagalur
Tamil Nadu,Thoothukkudi,Tiruchendur
Tamil Nadu,Thoothukkudi,Tenkasi
Tamil Nadu,Thoothukkudi,Sivakasi
Tamil Nadu,Thoothukkudi,Tirunelveli
Tamil Nadu,Thoothukkudi,Ramanathapuram
Uttarakhand,Udham Singh Nagar,Pilibhit
Uttarakhand,Udham Singh Nagar,Rampur
Uttarakhand,Udham Singh Nagar,Bijnor
Uttarakhand,Udham Singh Nagar,Bareilly
Uttarakhand,Udham Singh Nagar,Almora
Uttarakhand,Udham Singh Nagar,Nainital
Tamil Nadu,Theni,Idukki
Tamil Nadu,Theni,Periyakulam
Tamil Nadu,Theni,Sivakasi
Tamil Nadu,Theni,Dindigul
Gujarat,The Dangs,Mandvi
Gujarat,The Dangs,Bulsar
Gujarat,The Dangs,Malegaon
Gujarat,The Dangs,Dhule
Gujarat,The Dangs,Nandurbar
Himachal Pradesh,Solan,Ambala
Himachal Pradesh,Solan,Hamirpur
Himachal Pradesh,Solan,Simla
Himachal Pradesh,Solan,Mandi
Himachal Pradesh,Solan,Hoshiarpur
Himachal Pradesh,Solan,Ropar
Maharashtra,Solapur,Bidar
Maharashtra,Solapur,Gulbarga
Maharashtra,Solapur,Bijapur
Maharashtra,Solapur,Pandharpur
Maharashtra,Solapur,Satara
Maharashtra,Solapur,Baramati
Maharashtra,Solapur,Ahmednagar
Maharashtra,Solapur,Sangli
Maharashtra,Solapur,Osmanabad
Maharashtra,Solapur,Solapur
Orissa,Sonapur,Bolangir
Orissa,Sonapur,Phulbani
Orissa,Sonapur,Dhenkanal
Orissa,Sonapur,Sambalpur
Uttar Pradesh,Sonbhadra,Sasaram
Uttar Pradesh,Sonbhadra,Sidhi
Uttar Pradesh,Sonbhadra,Chandauli
Uttar Pradesh,Sonbhadra,Mirzapur
Uttar Pradesh,Sonbhadra,Robertsganj
Uttar Pradesh,Sonbhadra,Palamu
Uttar Pradesh,Sonbhadra,Surguja
Haryana,Sonipat,Karnal
Haryana,Sonipat,Rohtak
Haryana,Sonipat,Sonepat
Haryana,Sonipat,Baghpat
Haryana,Sonipat,East Delhi
Haryana,Sonipat,Outer Delhi
Assam,Sonitpur,Arunachal West
Assam,Sonitpur,Mangaldoi
Assam,Sonitpur,Tezpur
Assam,Sonitpur,Kaliabor
Sikkim,South,Sikkim
Sikkim,South,Darjeeling
West Bengal,South  Twenty Four Parganas,Barasat
West Bengal,South  Twenty Four Parganas,Uluberia
West Bengal,South  Twenty Four Parganas,Howrah
West Bengal,South  Twenty Four Parganas,Diamond Harbour
West Bengal,South  Twenty Four Parganas,Basirhat
West Bengal,South  Twenty Four Parganas,Jadavpur
West Bengal,South  Twenty Four Parganas,Calcutta North East
West Bengal,South  Twenty Four Parganas,Calcutta South
West Bengal,South  Twenty Four Parganas,Mathurapur
West Bengal,South  Twenty Four Parganas,Joynagar
West Bengal,South  Twenty Four Parganas,Dum Dum
Meghalaya,South Garo Hills,Tura
Meghalaya,South Garo Hills,Shillong
Goa,South Goa,Mormugao
Goa,South Goa,Panaji
Goa,South Goa,Kanara
Andhra Pradesh,Srikakulam,Srikakulam
Andhra Pradesh,Srikakulam,Parvathipuram
Andhra Pradesh,Srikakulam,Bobbili
Andhra Pradesh,Srikakulam,Visakhapatnam
Andhra Pradesh,Srikakulam,Berhampur
Andhra Pradesh,Srikakulam,Koraput
Assam,Sibsagar,Arunachal East
Assam,Sibsagar,Lakhimpur
Assam,Sibsagar,Dibrugarh
Assam,Sibsagar,Jorhat
Assam,Sibsagar,Nagaland
Uttar Pradesh,Siddharthnagar,Domariaganj
Uttar Pradesh,Siddharthnagar,Maharajganj
Uttar Pradesh,Siddharthnagar,Balrampur
Madhya Pradesh,Sidhi,Shahdol
Madhya Pradesh,Sidhi,Rewa
Madhya Pradesh,Sidhi,Satna
Madhya Pradesh,Sidhi,Sidhi
Madhya Pradesh,Sidhi,Mirzapur
Madhya Pradesh,Sidhi,Robertsganj
Madhya Pradesh,Sidhi,Surguja
Rajasthan,Sikar,Mahendragarh
Rajasthan,Sikar,Jhunjhunu
Rajasthan,Sikar,Nagaur
Rajasthan,Sikar,Dausa
Rajasthan,Sikar,Tonk
Rajasthan,Sikar,Churu
Rajasthan,Sikar,Sikar
Maharashtra,Sindhudurg,Mormugao
Maharashtra,Sindhudurg,Kanara
Maharashtra,Sindhudurg,Rajapur
Maharashtra,Sindhudurg,Kolhapur
Maharashtra,Sindhudurg,Ichalkaranji
Kerala,Thiruvananthapuram,Quilon
Kerala,Thiruvananthapuram,Chirayinkil
Kerala,Thiruvananthapuram,Adoor
Kerala,Thiruvananthapuram,Trivandrum
Kerala,Thiruvananthapuram,Nagercoil
Kerala,Thiruvananthapuram,Tenkasi
Manipur,Thoubal,Outer Manipur
Manipur,Thoubal,Inner Manipur
Assam,Tinsukia,Arunachal East
Assam,Tinsukia,Lakhimpur
Assam,Tinsukia,Dibrugarh
Arunanchal Pradesh,Tirap,Arunachal East
Arunanchal Pradesh,Tirap,Dibrugarh
Arunanchal Pradesh,Tirap,Jorhat
Arunanchal Pradesh,Tirap,Nagaland
Meghalaya,West Garo Hills,Dhubri
Meghalaya,West Garo Hills,Tura
Andhra Pradesh,West Godavari,Rajahmundry
Andhra Pradesh,West Godavari,Khammam
Andhra Pradesh,West Godavari,Vijayawada
Andhra Pradesh,West Godavari,Bhadrachalam
Andhra Pradesh,West Godavari,Narasapur
Andhra Pradesh,West Godavari,Machilipatnam
Andhra Pradesh,West Godavari,Eluru
Andhra Pradesh,West Godavari,Amalapuram
Arunanchal Pradesh,West Kameng,Arunachal West
Arunanchal Pradesh,West Kameng,Mangaldoi
Arunanchal Pradesh,West Kameng,Tezpur
Meghalaya,West Khasi Hills,Gauhati
Meghalaya,West Khasi Hills,Tura
Meghalaya,West Khasi Hills,Shillong
Arunanchal Pradesh,West Siang,Arunachal West
Arunanchal Pradesh,West Siang,Arunachal East
Arunanchal Pradesh,West Siang,Lakhimpur
Jammu and Kashmir,Udhampur,Udhampur
Jammu and Kashmir,Udhampur,Anantnag
Jammu and Kashmir,Udhampur,Jammu
Karnataka,Udupi,Kanara
Karnataka,Udupi,Udupi
Karnataka,Udupi,Chikmagalur
Karnataka,Udupi,Shimoga
Madhya Pradesh,Ujjain,Indore
Madhya Pradesh,Ujjain,Jhabua
