ac07_id,pc91_td_area,pc91_td_res_house,pc91_td_p_7andup,pc91_td_p_lit_7andup,pc91_td_tot_work_p,pc91_td_mainwork_p,pc91_td_margwork_p,pc91_td_non_work_p,pc91_td_workers_non_per1000,pc91_td_p_sc,pc91_td_p_st,pc91_td_avg_rain,pc91_td_max_temp,pc91_td_min_temp,pc91_td_sh_dist,pc91_td_dh_dist,pc91_td_sd_dist,pc91_td_rail_dist,pc91_td_tap,pc91_td_well,pc91_td_tank,pc91_td_tube_well,pc91_td_stor_cap_tank,pc91_td_stor_cap_res,pc91_td_stor_cap_rivergal,pc91_td_stor_cap_wellpump,pc91_td_stor_cap_pressuretank,pc91_td_el_dom,pc91_td_el_ind,pc91_td_el_com,pc91_td_el_road_l,pc91_td_el_others,pc91_td_p_road,pc91_td_k_road,pc91_td_tot_road,pc91_td_dist_f_ser,pc91_td_sewage_sewer,pc91_td_sewage_opendrain,pc91_td_sewage_boxdrain,pc91_td_sewage_sylkdrain,pc91_td_sewage_cess,pc91_td_sewage_pit,pc91_td_sewage_other,pc91_td_water_bor,pc91_td_service,pc91_td_lat_oth,pc91_td_nsoil_head,pc91_td_nsoil_basket,pc91_td_nsoil_wb,pc91_td_nsoil_septic,pc91_td_nsoil_sewerage,pc91_td_nsoil_pit,pc91_td_nsoil_other,pc91_td_hospitals,pc91_td_disp,pc91_td_health_ctr,pc91_td_f_w_ctr,pc91_td_nur_homes,pc91_td_med_oth,pc91_td_tot_beds,pc91_td_primary,pc91_td_middle,pc91_td_secondary,pc91_td_s_sec,pc91_td_vt_inst,pc91_td_polytech,pc91_td_arts,pc91_td_science,pc91_td_commerce,pc91_td_medical,pc91_td_engg,pc91_td_law,pc91_td_adult_cnt,pc91_td_n_hostels,pc91_td_n_seats,pc91_td_stadium,pc91_td_cinema,pc91_td_auditorium,pc91_td_p_lib,pc91_td_r_rooms,pc91_td_banks,pc91_td_a_c_soc,pc91_td_n_a_c_soc,pc91_td_inc_8889,pc91_td_exp_8889,pc91_td_joint_muni,_mean_p_miss,_core_p_miss,_target_weight_share,_target_group_max_weight_share,_frag_pop_share
2007-02-059,1.0,176.0,589.0,448.0,426.0,335.0,91.0,261.0,779.0,97.0,54.0,,,,64.0,64.0,22.0,64.0,3.0,0.0,0.0,0.0,0.0,18000.0,0.0,0.0,0.0,260.0,6.0,6.0,0.0,0.0,1.5,0.0,1.5,64.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1978900.0,1978900.0,,0.0,0.0,1.0,1.0,0.0
2007-02-022,1.76,309.0,1095.0,928.0,505.0,477.0,28.0,766.0,1606.0,470.0,19.0,743.2,43.3,4.4,53.0,53.0,0.0,53.0,3.0,0.0,0.0,0.0,30000.0,0.0,0.0,0.0,0.0,220.0,6.0,150.0,20.0,3.0,2.0,7.0,9.0,53.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,10.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,145400.0,145400.0,,0.0,0.0,1.0,1.0,0.0
2007-02-023,4.0,735.0,2407.0,2078.0,1228.0,1196.0,32.0,1529.0,1278.0,445.0,34.0,935.2,,,32.0,32.0,0.0,32.0,3.0,0.0,0.0,0.0,0.0,495000.0,0.0,0.0,0.0,791.0,13.0,421.0,167.0,3.0,6.75,1.1,7.85,32.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,45.0,129.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,50.0,5.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,1.0,1245400.0,1245400.0,,0.0,0.0,1.0,1.0,0.0
2007-02-009,4.0,322.0,916.0,716.0,540.0,503.0,37.0,534.0,1062.0,307.0,9.0,997.0,,,110.0,110.0,0.0,110.0,3.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,221.0,6.0,180.0,30.0,0.0,1.0,3.0,4.0,100.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,72.0,26.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,162500.0,162500.0,,0.0,0.0,1.0,1.0,0.0
2007-05-034,1.12,754.0,2992.0,2484.0,1059.0,1026.0,33.0,2455.0,2393.0,737.0,619.0,1294.5,18.0,7.6,532.0,56.0,0.0,207.0,0.0,0.0,3.0,0.0,2500.0,0.0,0.0,0.0,0.0,500.0,5.0,115.0,85.0,0.0,,,7.0,56.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,265000.0,156600.0,,0.0,0.0,1.0,1.0,0.0
2007-05-033,2.87,664.0,2412.0,2014.0,1083.0,974.0,109.0,1727.0,1773.0,607.0,30.0,1294.5,18.0,7.6,509.0,87.0,37.0,140.0,0.0,0.0,0.0,3.0,60000.0,0.0,0.0,0.0,0.0,250.0,6.0,55.0,80.0,0.0,,,2.19,37.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,45.0,50.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,679600.0,266200.0,,0.0,0.0,1.0,1.0,0.0
2007-10-102,25.02,3551.0,19069.0,7073.0,7199.0,6716.0,483.0,16742.0,2493.0,3703.0,1.0,1250.0,36.0,7.0,118.0,56.0,22.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,185.0,10.0,85.0,0.0,0.0,8.0,7.0,15.0,56.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,10.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,7.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,,,0.0,0.0,1.0,1.0,0.0
2007-14-046,1.16,730.0,3687.0,2358.0,1545.0,1441.0,104.0,2743.0,1904.0,3107.0,12.0,,,,20.0,20.0,20.0,196.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,730.0,11.0,,15.0,,2.0,10.0,12.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,14.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,162500.0,155300.0,,0.0,0.0,1.0,1.0,0.0
2007-14-043,4.67,570.0,2956.0,2002.0,1284.0,1207.0,77.0,2322.0,1924.0,0.0,0.0,,,,16.0,16.0,5.0,232.0,0.0,0.0,3.0,0.0,8000.0,0.0,0.0,0.0,0.0,,1.0,17.0,7.0,,4.0,3.0,7.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,12.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,23900.0,23900.0,,0.0,0.0,1.0,1.0,0.0
2007-15-031,,737.0,2713.0,2118.0,1127.0,1105.0,22.0,2282.0,2065.0,9.0,2662.0,235.0,37.3,10.0,333.0,98.0,,513.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,227000.0,446.0,0.0,16.0,79.0,0.0,8.5,0.0,8.5,98.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,10.0,,488.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,1.0,,0.0,1.0,,,,,,0.0,0.0,1.0,1.0,0.0
2007-19-020,1.46,1172.0,5245.0,3686.0,1954.0,1851.0,103.0,4197.0,2267.0,1324.0,0.0,3115.9,29.8,15.03,725.0,25.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0,,0.0,0.0,0.0,975.0,0.0,125.0,150.0,0.0,3.0,2.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,175.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3000.0,3000.0,,0.0,0.0,1.0,1.0,0.0
2007-19-172,3.13,1459.0,6658.0,4630.0,1922.0,1916.0,6.0,5736.0,2994.0,3603.0,0.0,1605.0,40.3,10.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,200.0,100.0,200.0,200.0,0.0,1.25,2.0,3.25,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,8.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,1.0,0.0
2007-19-118,2.0,2491.0,11325.0,9052.0,3600.0,3377.0,223.0,9337.0,2765.0,1820.0,4.0,1750.0,38.0,27.0,14.0,12.0,10.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,400.0,10.0,55.0,50.0,0.0,10.0,2.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,1.0,0.0
2007-21-131,1.85,1016.0,4002.0,2954.0,1120.0,1119.0,1.0,3479.0,3109.0,444.0,917.0,1739.4,41.5,15.0,372.0,221.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,1.0,1.0,0.0
2007-21-017,,1056.0,3702.0,2604.0,1295.0,1263.0,32.0,3139.0,2485.0,543.0,1566.0,1280.0,48.5,12.0,166.0,86.0,41.0,57.0,3.0,0.0,0.0,3.0,250000.0,0.0,0.0,0.0,0.0,73.0,0.0,1.0,31.0,17.0,8.0,25.0,33.0,40.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,63.0,27.0,52.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,1.0,0.0
2007-21-019,6.11,1335.0,6937.0,5166.0,2091.0,2064.0,27.0,6079.0,2945.0,814.0,102.0,1708.6,31.5,22.1,190.0,120.0,0.0,48.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,175.0,12.0,110.0,37.0,1.0,6.0,30.0,36.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,6.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,,,,0.0,0.0,1.0,1.0,0.0
2007-27-006,1.58,554.0,2561.0,2291.0,817.0,755.0,62.0,2151.0,2849.0,367.0,0.0,1857.9,34.4,20.0,412.0,18.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,496.0,11.0,115.0,187.0,1.0,8.0,3.0,11.0,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1461800.0,798400.0,,0.0,0.0,1.0,1.0,0.0
2007-28-195,18.38,3077.0,13439.0,7288.0,5579.0,5509.0,70.0,10395.0,1887.0,2701.0,129.0,671.2,,,170.0,91.0,0.0,60.0,0.0,3.0,0.0,3.0,0.0,0.0,3600000.0,0.0,0.0,1956.0,38.0,120.0,270.0,0.0,3.5,1.0,4.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1250.0,7.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,5.0,3.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,1.0,0.0,683500.0,573500.0,,0.0,0.0,1.0,1.0,0.0
2007-29-054,0.23,510.0,1728.0,1519.0,568.0,564.0,4.0,1549.0,2746.0,263.0,38.0,4562.6,39.8,16.0,380.0,122.0,38.0,80.0,3.0,0.0,0.0,0.0,68000.0,120000.0,0.0,0.0,0.0,500.0,0.0,0.0,272.0,0.0,7.0,0.0,7.0,60.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,629.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,0.0,0.0,1.0,1.0,0.0
2007-30-005,8.27,1071.0,4153.0,3383.0,1028.0,977.0,51.0,3527.0,3610.0,6.0,0.0,2857.8,31.7,23.0,20.0,20.0,20.0,40.0,3.0,3.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,750.0,4.0,0.0,115.0,0.0,,,12.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,70300.0,58600.0,,0.0,0.0,1.0,1.0,0.0
2007-33-079,5.39,811.0,3963.0,3078.0,1573.0,1548.0,25.0,2993.0,1933.0,379.0,132.0,1173.5,36.9,18.6,195.0,76.0,5.0,5.0,0.0,0.0,0.0,3.0,8000.0,0.0,0.0,0.0,0.0,450.0,60.0,200.0,135.0,100.0,0.56,2.67,3.23,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,80.0,41.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,352500.0,348000.0,,0.0,0.0,1.0,1.0,0.0
2007-33-203,5.56,1521.0,5897.0,4025.0,2636.0,2213.0,423.0,4266.0,1928.0,1856.0,0.0,547.0,38.0,21.6,631.0,7.0,7.0,0.0,3.0,0.0,0.0,3.0,6000.0,0.0,0.0,0.0,0.0,960.0,6.0,200.0,245.0,0.0,4.0,1.8,5.8,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,800.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,75100.0,73200.0,,0.0,0.0,1.0,1.0,0.0
